Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,-9999
312,Anthony Martial,fr FRA,FW,Manchester Utd,27-094,1995,9,6,458,5.1,3,2,5,2,1,1,0,0,3.2,2.4,0.9,3.3,7,15,28,0.59,0.39,0.98,0.39,0.79,0.63,0.18,0.81,0.47,0.66,Matches,8b788c01
313,Martinelli,br BRA,FW,Arsenal,21-264,2001,26,25,2094,23.3,11,2,13,11,0,0,3,0,6.7,6.7,5.4,12.1,97,79,270,0.47,0.09,0.56,0.47,0.56,0.29,0.23,0.52,0.29,0.52,Matches,48a5a5d6
314,Emiliano Martínez,ar ARG,GK,Aston Villa,30-188,1992,23,23,2014,22.4,0,0,0,0,0,0,5,0,0.0,0.0,0.3,0.3,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches,7956236f
315,Lisandro Martínez,ar ARG,DF,Manchester Utd,25-050,1998,23,20,1763,19.6,1,0,1,1,0,0,5,0,0.3,0.3,0.3,0.6,11,70,1,0.05,0.00,0.05,0.05,0.05,0.01,0.02,0.03,0.01,0.03,Matches,bac46a10
316,Pape Matar Sarr,sn SEN,MF,Tottenham,20-176,2002,5,1,138,1.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.1,1,11,0,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.03,0.02,0.03,Matches,feb5d972
317,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,25-254,1997,21,6,684,7.6,1,0,1,1,0,0,2,0,2.4,2.4,0.6,3.1,6,5,33,0.13,0.00,0.13,0.13,0.13,0.32,0.08,0.40,0.32,0.40,Matches,50e6dc35
318,Joël Matip,cm CMR,DF,Liverpool,31-213,1991,11,9,822,9.1,0,0,0,0,0,0,2,0,0.1,0.1,0.2,0.3,24,44,1,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Matches,b217ef29
319,Neal Maupay,fr FRA,FW,Everton,26-207,1996,19,10,942,10.5,1,0,1,1,0,0,3,0,3.7,3.7,0.5,4.3,7,8,50,0.10,0.00,0.10,0.10,0.10,0.36,0.05,0.41,0.36,0.41,Matches,4bcf39f6
320,Kevin Mbabu,ch SUI,DFFW,Fulham,27-324,1995,6,1,144,1.6,0,1,1,0,0,0,1,0,0.0,0.0,0.4,0.4,4,8,11,0.00,0.62,0.62,0.00,0.62,0.00,0.25,0.25,0.00,0.25,Matches,493924a7
321,Bryan Mbeumo,cm CMR,FW,Brentford,23-214,1999,24,24,1836,20.4,5,3,8,4,1,1,4,0,6.2,5.5,2.9,8.4,34,51,142,0.25,0.15,0.39,0.20,0.34,0.31,0.14,0.45,0.27,0.41,Matches,6afaebf2
322,James McArthur,sct SCO,MF,Crystal Palace,35-153,1987,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,cee31595
323,John McGinn,sct SCO,MF,Aston Villa,28-142,1994,21,17,1524,16.9,0,2,2,0,0,0,4,0,1.7,1.7,1.5,3.2,11,72,42,0.00,0.12,0.12,0.00,0.12,0.10,0.09,0.19,0.10,0.19,Matches,90f91999
324,Scott McKenna,sct SCO,DF,Nott'ham Forest,26-117,1996,18,17,1462,16.2,0,0,0,0,0,0,4,0,0.1,0.1,0.8,0.9,5,33,1,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05,Matches,4e5a4cbc
325,Weston McKennie,us USA,MF,Leeds United,24-193,1998,6,5,465,5.2,0,0,0,0,0,0,3,0,0.3,0.3,0.2,0.4,6,35,11,0.00,0.00,0.00,0.00,0.00,0.05,0.03,0.08,0.05,0.08,Matches,01c3aff5
326,Dwight McNeil,eng ENG,FWMF,Everton,23-107,1999,24,16,1418,15.8,2,2,4,2,0,0,4,0,1.1,1.1,3.5,4.6,40,41,84,0.13,0.13,0.25,0.13,0.25,0.07,0.22,0.29,0.07,0.29,Matches,fc15fb84
327,Scott McTominay,sct SCO,MF,Manchester Utd,26-091,1996,17,7,818,9.1,0,0,0,0,0,0,6,0,0.8,0.8,0.2,1.0,8,23,15,0.00,0.00,0.00,0.00,0.00,0.08,0.02,0.11,0.08,0.11,Matches,d93c2511
328,Ben Mee,eng ENG,DF,Brentford,33-169,1989,23,23,2018,22.4,3,0,3,3,0,0,2,0,1.8,1.8,0.2,1.9,2,39,9,0.13,0.00,0.13,0.13,0.13,0.08,0.01,0.09,0.08,0.09,Matches,8df7a2fb
329,Edouard Mendy,sn SEN,GK,Chelsea,31-008,1992,9,8,765,8.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,33887998
330,Nampalys Mendy,sn SEN,MF,Leicester City,30-259,1992,13,5,545,6.1,1,0,1,1,0,0,1,0,0.1,0.1,0.0,0.2,2,19,4,0.17,0.00,0.17,0.17,0.17,0.02,0.01,0.03,0.02,0.03,Matches,1598599e
331,Chris Mepham,wls WAL,DF,Bournemouth,25-124,1997,21,19,1749,19.4,0,0,0,0,0,0,7,0,0.3,0.3,0.2,0.5,1,31,0,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches,fed96827
332,Illan Meslier,fr FRA,GK,Leeds United,23-007,2000,25,25,2250,25.0,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,6b625ac2
333,Alexander Mighten,eng ENG,FW,Nott'ham Forest,20-332,2002,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,10ec4169
334,Luka Milivojević,rs SRB,MF,Crystal Palace,31-336,1991,11,2,293,3.3,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,1,14,2,0.00,0.00,0.00,0.00,0.00,0.07,0.05,0.13,0.07,0.13,Matches,2ce2508a
335,James Milner,eng ENG,MFDF,Liverpool,37-064,1986,19,6,693,7.7,0,1,1,0,0,0,1,0,0.4,0.4,0.8,1.2,16,51,57,0.00,0.13,0.13,0.00,0.13,0.05,0.10,0.15,0.05,0.15,Matches,2f90f6b8
336,Yerry Mina,co COL,DF,Everton,28-167,1994,3,3,234,2.6,1,0,1,1,0,0,1,0,0.2,0.2,0.0,0.2,1,7,1,0.38,0.00,0.38,0.38,0.38,0.09,0.00,0.09,0.09,0.09,Matches,6d5701f2
337,Tyrone Mings,eng ENG,DF,Aston Villa,29-361,1993,22,22,1980,22.0,0,1,1,0,0,0,4,0,0.0,0.0,0.6,0.6,10,62,6,0.00,0.05,0.05,0.00,0.05,0.00,0.03,0.03,0.00,0.03,Matches,8397a50c
338,Tyrick Mitchell,eng ENG,DF,Crystal Palace,23-189,1999,23,21,1721,19.1,0,2,2,0,0,0,4,1,0.3,0.3,0.8,1.1,15,64,53,0.00,0.10,0.10,0.00,0.10,0.02,0.04,0.06,0.02,0.06,Matches,5cbd1eb0
339,Kaoru Mitoma,jp JPN,FWMF,Brighton,25-293,1997,18,11,1102,12.2,6,1,7,6,0,0,0,0,3.0,3.0,2.8,5.8,70,51,128,0.49,0.08,0.57,0.49,0.57,0.24,0.23,0.47,0.24,0.47,Matches,74618572
340,Aleksandar Mitrović,rs SRB,FW,Fulham,28-174,1994,20,20,1723,19.1,11,1,12,8,3,6,6,0,12.2,7.5,2.1,9.6,19,39,88,0.57,0.05,0.63,0.42,0.47,0.64,0.11,0.75,0.39,0.50,Matches,3925dbd6
341,Kieffer Moore,wls WAL,FW,Bournemouth,30-213,1992,20,12,1119,12.4,4,0,4,4,0,0,0,0,3.2,3.2,0.3,3.5,10,20,44,0.32,0.00,0.32,0.32,0.32,0.26,0.02,0.28,0.26,0.28,Matches,01ce9e70
342,Andrew Moran,ie IRL,FW,Brighton,19-145,2003,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,c4720845
343,Álex Moreno,es ESP,DF,Aston Villa,29-274,1993,7,3,423,4.7,0,1,1,0,0,0,2,0,0.3,0.3,0.7,1.0,11,9,37,0.00,0.21,0.21,0.00,0.21,0.06,0.15,0.21,0.06,0.21,Matches,16e9d0ea
344,Mason Mount,eng ENG,MFFW,Chelsea,24-058,1999,23,20,1631,18.1,3,2,5,3,0,0,4,0,1.9,1.9,2.9,4.9,47,97,113,0.17,0.11,0.28,0.17,0.28,0.11,0.16,0.27,0.11,0.27,Matches,9674002f
345,Lucas Moura,br BRA,MFDF,Tottenham,30-208,1992,10,0,113,1.3,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.3,3,9,10,0.00,0.00,0.00,0.00,0.00,0.07,0.20,0.27,0.07,0.27,Matches,2b622f01
346,João Moutinho,pt POR,MF,Wolves,36-182,1986,24,18,1567,17.4,0,2,2,0,0,0,2,0,1.1,1.1,2.4,3.5,14,124,25,0.00,0.11,0.11,0.00,0.11,0.06,0.14,0.20,0.06,0.20,Matches,f5a00fa4
347,Divin Mubama,eng ENG,FW,West Ham,18-135,2004,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,92868cb5
348,Mykhailo Mudryk,ua UKR,FW,Chelsea,22-063,2001,5,2,182,2.0,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,5,7,12,0.00,0.00,0.00,0.00,0.00,0.22,0.00,0.22,0.22,0.22,Matches,049a888d
349,Jacob Murphy,eng ENG,FW,Newcastle Utd,28-013,1995,24,5,598,6.6,1,1,2,1,0,0,0,0,0.8,0.8,0.7,1.5,34,25,58,0.15,0.15,0.30,0.15,0.30,0.12,0.10,0.22,0.12,0.22,Matches,de112b84
350,Enock Mwepu,zm ZAM,FWMF,Brighton,25-067,1998,6,2,213,2.4,0,1,1,0,0,0,0,0,0.2,0.2,0.5,0.7,5,6,17,0.00,0.42,0.42,0.00,0.42,0.09,0.20,0.29,0.09,0.29,Matches,1d5cab82
351,Vitaliy Mykolenko,ua UKR,DFMF,Everton,23-284,1999,25,25,2138,23.8,0,0,0,0,0,0,3,0,0.4,0.4,1.2,1.6,30,86,57,0.00,0.00,0.00,0.00,0.00,0.02,0.05,0.07,0.02,0.07,Matches,30d4a2e5
352,Keylor Navas,cr CRC,GK,Nott'ham Forest,36-084,1986,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,ecada4fc
353,Wilfred Ndidi,ng NGA,MFDF,Leicester City,26-083,1996,17,11,997,11.1,0,0,0,0,0,0,3,0,0.2,0.2,0.0,0.2,9,39,3,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.02,0.01,0.02,Matches,6b47c5db
354,Reiss Nelson,eng ENG,FW,Arsenal,23-089,1999,3,0,87,1.0,3,2,5,3,0,0,0,0,0.7,0.7,0.3,1.0,10,1,17,3.10,2.07,5.17,3.10,5.17,0.72,0.31,1.03,0.72,1.03,Matches,c5bdb6e3
355,Neto,br BRA,GK,Bournemouth,33-233,1989,15,15,1305,14.5,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,a9dc785c
356,Pedro Neto,pt POR,FWMF,Wolves,23-000,2000,9,9,644,7.2,0,0,0,0,0,0,1,0,0.7,0.7,1.2,1.9,28,18,81,0.00,0.00,0.00,0.00,0.00,0.10,0.16,0.26,0.10,0.26,Matches,7ba2eaa9
357,Rúben Neves,pt POR,MF,Wolves,25-361,1997,25,25,2250,25.0,5,0,5,3,2,2,9,0,3.8,2.2,1.0,3.2,19,152,11,0.20,0.00,0.20,0.12,0.12,0.15,0.04,0.19,0.09,0.13,Matches,44bfb6c5
358,Moussa Niakhate,fr FRA,DF,Nott'ham Forest,27-001,1996,2,2,160,1.8,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,0,2,0,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.15,0.15,0.15,Matches,00242715
359,Rasmus Nissen,dk DEN,DF,Leeds United,25-241,1997,15,13,1178,13.1,0,1,1,0,0,0,4,0,0.4,0.4,0.8,1.2,12,51,60,0.00,0.08,0.08,0.00,0.08,0.03,0.06,0.09,0.03,0.09,Matches,39769cff
360,Eddie Nketiah,eng ENG,FW,Arsenal,23-283,1999,23,9,1001,11.1,4,1,5,4,0,0,2,0,7.7,7.7,0.9,8.6,30,15,73,0.36,0.09,0.45,0.36,0.45,0.69,0.08,0.78,0.69,0.78,Matches,a53649b7
361,Matheus Nunes,pt POR,MF,Wolves,24-194,1998,23,21,1672,18.6,0,1,1,0,0,0,1,0,2.1,2.1,1.9,4.0,45,60,88,0.00,0.05,0.05,0.00,0.05,0.11,0.10,0.21,0.11,0.21,Matches,e6af02e0
362,Darwin Núñez,uy URU,FW,Liverpool,23-258,1999,19,15,1282,14.2,8,3,11,8,0,0,1,1,10.3,10.3,4.4,14.7,48,22,134,0.56,0.21,0.77,0.56,0.77,0.72,0.31,1.03,0.72,1.03,Matches,4d77b365
363,Ethan Nwaneri,eng ENG,FW,Arsenal,15-353,2007,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,7f94982c
364,Christian Nørgaard,dk DEN,MF,Brentford,28-364,1994,14,13,1131,12.6,1,2,3,1,0,0,2,0,1.1,1.1,1.9,3.0,2,47,5,0.08,0.16,0.24,0.08,0.24,0.09,0.15,0.24,0.09,0.24,Matches,df0a4c90
365,Lewis O'Brien,eng ENG,MF,Nott'ham Forest,24-146,1998,13,6,584,6.5,1,0,1,1,0,0,2,0,0.3,0.3,0.2,0.5,13,21,3,0.15,0.00,0.15,0.15,0.15,0.05,0.03,0.08,0.05,0.08,Matches,089667a5
366,Angelo Ogbonna,it ITA,DF,West Ham,34-290,1988,10,8,715,7.9,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,0,4,1,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.05,0.02,0.05,Matches,74b2cd7e
367,Michael Olise,fr FRA,MFFW,Crystal Palace,21-087,2001,24,18,1610,17.9,2,5,7,2,0,0,2,0,1.3,1.3,4.3,5.6,60,75,130,0.11,0.28,0.39,0.11,0.39,0.07,0.24,0.31,0.07,0.31,Matches,c4486bac
368,Robin Olsen,se SWE,GK,Aston Villa,33-060,1990,3,2,236,2.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,e7ee38c3
369,Amadou Onana,be BEL,MF,Everton,21-205,2001,24,22,1896,21.1,1,1,2,1,0,0,7,0,2.3,2.3,1.9,4.2,23,50,37,0.05,0.05,0.09,0.05,0.09,0.11,0.09,0.20,0.11,0.20,Matches,828657ff
370,Josh Onomah,eng ENG,MF,Fulham,25-316,1997,2,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,6612cd8c
371,Paul Onuachu,ng NGA,FW,Southampton,28-285,1994,4,3,238,2.6,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,1,5,16,0.00,0.00,0.00,0.00,0.00,0.11,0.03,0.14,0.11,0.14,Matches,c06d1086
372,Frank Onyeka,ng NGA,MF,Brentford,25-067,1998,12,4,442,4.9,0,1,1,0,0,0,0,0,0.4,0.4,0.5,0.9,3,15,10,0.00,0.20,0.20,0.00,0.20,0.07,0.11,0.18,0.07,0.18,Matches,2944f86f
373,Mislav Oršić,hr CRO,MF,Southampton,30-070,1992,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,ee950928
374,Dango Ouattara,bf BFA,MFFW,Bournemouth,21-026,2002,6,6,486,5.4,0,2,2,0,0,0,1,0,1.6,1.6,1.0,2.7,17,6,32,0.00,0.37,0.37,0.00,0.37,0.30,0.19,0.49,0.30,0.49,Matches,2f9e4435
375,Alex Oxlade-Chamberlain,eng ENG,FWMF,Liverpool,29-206,1993,8,4,314,3.5,1,0,1,1,0,0,0,0,1.3,1.3,0.9,2.2,11,12,24,0.29,0.00,0.29,0.29,0.29,0.37,0.25,0.62,0.37,0.62,Matches,38c7feef
376,David Ozoh,,FW,Crystal Palace,17-282,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,d00d45ab
